Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000235274	X	126862715	126864839
ENSG00000233501	1	206552219	206554954
ENSG00000242753	6	11487459	11515943
ENSG00000218337	6	49045349	49045688
ENSG00000226938	1	53814160	53814905
ENSG00000228212	5	37209466	37212483
ENSG00000273046	12	54410894	54429145
ENSG00000228054	1	109589450	109590104
ENSG00000270699	2	100993883	100993994
ENSG00000253422	5	157505107	157505772
ENSG00000197223	2	68268262	68338080
ENSG00000141750	17	37366789	37382125
ENSG00000255198	16	2014960	2015510
ENSG00000223604	2	150296411	150296941
ENSG00000261000	1	206677281	206677789
ENSG00000217089	6	117369833	117370001
ENSG00000248174	4	175015811	175141549
ENSG00000242493	5	37246277	37246581
ENSG00000230138	1	53832340	53833917
ENSG00000252522	14	90052006	90052105
ENSG00000217631	6	49241241	49241435
ENSG00000260010	16	31612914	31614852
ENSG00000164542	7	36363830	36429734
ENSG00000270558	5	37286551	37287079
ENSG00000201027	14	90088262	90088551
ENSG00000234981	1	206702248	206703039
ENSG00000231969	2	150443710	150704747
ENSG00000202313	6	11503742	11503904
ENSG00000243179	2	114737486	114740835
ENSG00000238029	2	101041810	101042569
ENSG00000273382	1	109630593	109633480
ENSG00000196101	HSCHR6_MHC_QBL	32417557	32430644
ENSG00000252655	14	90117137	90117247
ENSG00000251880	5	37327237	37327298
ENSG00000218020	6	11514425	11516699
ENSG00000250031	8	59337147	59339244
ENSG00000188399	Y	28555962	28566682
ENSG00000252457	6	49312460	49312521
ENSG00000272338	8	33218361	33218933
ENSG00000248642	1	159248831	159249791
ENSG00000253792	5	157600609	157603430
ENSG00000200312	14	90178855	90179167
ENSG00000226783	9	125448212	125450651
ENSG00000260597	12	54413694	54416373
ENSG00000207270	2	150467182	150467288
ENSG00000250455	5	37377151	37378073
ENSG00000204637	2	101125739	101126077
ENSG00000200248	6	117381845	117381962
ENSG00000250957	4	175056206	175075788
ENSG00000232357	HSCHR6_MHC_MCF	33342783	33344972
ENSG00000259050	14	90203309	90204735
ENSG00000207571	12	54427734	54427829
ENSG00000270066	1	109642815	109643241
ENSG00000254061	8	33293786	33294218
ENSG00000215984	2	114747587	114747673
ENSG00000237605	1	206807994	206808967
ENSG00000251814	6	117620527	117620801
ENSG00000219374	6	49325859	49328093
ENSG00000248216	5	37505790	37506959
ENSG00000162947	2	150624020	150715705
ENSG00000101782	18	21032787	21066567
ENSG00000253673	5	157602404	157627024
ENSG00000265197	Y	18398127	18398238
ENSG00000222713	6	117622618	117622921
ENSG00000271897	6	11607785	11608214
ENSG00000248265	12	54452038	54516018
ENSG00000222743	5	37620087	37620190
ENSG00000251213	4	175085592	175090064
ENSG00000251484	1	109646157	109647388
ENSG00000155508	5	154237113	154256353
ENSG00000256609	12	119619853	119621064
ENSG00000002586	X	2609220	2659350
ENSG00000254103	8	59416147	59416627
ENSG00000124795	6	18224099	18265054
ENSG00000212182	2	114763018	114763232
ENSG00000235009	2	38658436	38660715
ENSG00000219703	6	117752754	117753605
ENSG00000207419	6	11710052	11710193
ENSG00000187778	12	49950327	49961936
ENSG00000252853	1	206855308	206855380
ENSG00000236253	1	53878821	53905693
ENSG00000233929	1	16567708	16567893
ENSG00000249875	4	175276005	175297596
ENSG00000235242	2	114879851	114880870
ENSG00000252323	Y	18448163	18448269
ENSG00000224548	X	126930105	126930714
ENSG00000238310	1	109750416	109750470
ENSG00000203827	1	148739443	148758311
ENSG00000234427	6	11810835	11811481
ENSG00000237185	16	31659628	31660543
ENSG00000261790	16	2034878	2040358
ENSG00000231447	X	151889195	151890140
ENSG00000224114	1	206869182	206869614
ENSG00000254942	1	110082528	110086459
ENSG00000265846	4	175344946	175345015
ENSG00000250654	12	54470622	54475687
ENSG00000230997	14	90358132	90358788
ENSG00000254047	5	157615985	157616919
ENSG00000228560	1	159315956	159438858
ENSG00000242970	8	59500979	59501323
ENSG00000215124	6	11861859	11863203
ENSG00000239039	8	33370993	33371096
ENSG00000243279	X	48928813	48931730
ENSG00000206832	1	110134156	110134262
ENSG00000250596	4	175444852	175461495
ENSG00000260631	16	31692168	31693422
ENSG00000215506	Y	28654360	28725837
ENSG00000199349	1	206921325	206921437
ENSG00000248442	1	159320883	159321816
ENSG00000236042	X	127232011	127232508
ENSG00000225113	1	110138847	110140403
ENSG00000260107	16	2047655	2048375
ENSG00000231926	2	115017627	115018803
ENSG00000271680	1	207079273	207079738
ENSG00000188612	17	73163408	73179078
ENSG00000251584	4	175457791	175461935
ENSG00000265386	16	2063182	2063475
ENSG00000258544	14	90574019	90574339
ENSG00000206743	5	37700433	37700539
ENSG00000242599	X	151895976	151903136
ENSG00000207709	1	110141515	110141589
ENSG00000230645	2	151027937	151157594
ENSG00000253232	8	33380672	33380809
ENSG00000226457	1	16695645	16696025
ENSG00000226945	1	207080964	207081574
ENSG00000221656	16	2140196	2140285
ENSG00000238335	5	37802073	37802167
ENSG00000228703	1	110171039	110172927
ENSG00000096384	6	44214824	44221620
ENSG00000221434	6	117766553	117766604
ENSG00000250760	4	175460340	175461406
ENSG00000168004	11	63228876	63258666
ENSG00000231420	2	151091406	151113521
ENSG00000235334	X	127256712	127257474
ENSG00000226181	6	117772293	117774688
ENSG00000248587	5	37840540	37875901
ENSG00000260472	16	31708718	31708928
ENSG00000259933	16	2141437	2145426
ENSG00000235045	1	110193992	110194721
ENSG00000250200	4	175844964	175845189
ENSG00000201351	14	90643566	90643674
ENSG00000238401	1	207212039	207212145
ENSG00000236049	2	151409046	151428735
ENSG00000207461	6	117778897	117779001
ENSG00000253449	5	157652360	157661384
ENSG00000235113	10	32398789	32400594
ENSG00000226565	1	207323522	207323626
ENSG00000242571	14	90833041	90833523
ENSG00000252505	8	33397558	33397655
ENSG00000239007	1	54154422	54154485
ENSG00000218233	6	117954869	117966250
ENSG00000265493	4	175848458	175848542
ENSG00000122180	1	203052260	203055164
ENSG00000213553	2	38708920	38710012
ENSG00000132972	13	25338290	25454059
ENSG00000201003	1	54236691	54236826
ENSG00000253995	8	33397703	33398011
ENSG00000224240	Y	28695572	28695890
ENSG00000260568	16	31710997	31711786
ENSG00000238433	8	59574800	59574903
ENSG00000225102	6	11990576	11992245
ENSG00000250431	4	175898722	175900532
ENSG00000251686	1	159335951	159336879
ENSG00000238074	Y	9324922	9327689
ENSG00000264454	1	54294465	54294534
ENSG00000234811	10	32400572	32400717
ENSG00000260246	1	110235739	110236364
ENSG00000201231	8	59726971	59727111
ENSG00000238520	2	115038661	115038752
ENSG00000232387	9	125524123	125524512
ENSG00000224462	1	207338841	207357255
ENSG00000237220	2	151422648	151424594
ENSG00000261123	16	2144831	2147027
ENSG00000254048	8	59904279	59905497
ENSG00000253424	5	157683145	157685444
ENSG00000226029	1	16787443	16794976
ENSG00000216998	6	49533637	49547879
ENSG00000230202	6	118320138	118320611
ENSG00000229687	1	54307220	54307505
ENSG00000238758	14	90847542	90847596
ENSG00000229896	6	12007903	12009089
ENSG00000235239	X	127261068	127262190
ENSG00000249411	4	175938167	175940365
ENSG00000222923	2	115177702	115177879
ENSG00000252482	10	32462612	32462672
ENSG00000258424	14	90868867	90871579
ENSG00000241720	1	110268442	110317874
ENSG00000261240	16	2162336	2163343
ENSG00000232359	2	151451616	151476581
ENSG00000231538	2	115586009	115591125
ENSG00000227629	Y	28732789	28737748
ENSG00000217094	10	32477251	32477745
ENSG00000167912	8	60031599	60033905
ENSG00000216809	6	118773632	118776155
ENSG00000117448	1	46016215	46035721
ENSG00000258678	14	90918407	90921461
ENSG00000253134	5	157702719	157705821
ENSG00000219102	1	54440642	54441704
ENSG00000240189	8	33437730	33438026
ENSG00000260447	16	2169208	2170249
ENSG00000224048	2	151468895	151491862
ENSG00000131797	16	31711911	31721097
ENSG00000224927	1	110353264	110353620
ENSG00000233208	14	90921574	90925249
ENSG00000249284	4	176207756	176211918
ENSG00000235717	2	115591407	115593165
ENSG00000253801	5	67382989	67383322
ENSG00000249326	5	1887446	1900607
ENSG00000200059	16	2181852	2181951
ENSG00000218893	6	12319685	12319824
ENSG00000233190	10	32520777	32521173
ENSG00000213605	2	87112198	87112854
ENSG00000248539	5	37899465	37920971
ENSG00000138100	2	27505260	27530307
ENSG00000253642	8	33462374	33896526
ENSG00000169075	6	118822593	118824069
ENSG00000197015	1	54481327	54481616
ENSG00000080947	1	16793931	16825752
ENSG00000265867	16	2183120	2183205
ENSG00000254350	5	157851593	157879766
ENSG00000252108	5	67454889	67454974
ENSG00000264397	16	2185978	2186130
ENSG00000163235	2	70674412	70781325
ENSG00000272091	1	54492356	54494172
ENSG00000213864	5	67455046	67455721
ENSG00000250032	5	37939467	37948057
ENSG00000223321	6	12406718	12407013
ENSG00000206014	8	11786101	11787072
ENSG00000260260	16	2204798	2205359
ENSG00000203276	1	54498816	54500553
ENSG00000227253	10	32555217	32558402
ENSG00000235026	2	115888512	115918920
ENSG00000271443	2	38762400	38763391
ENSG00000269821	11	2629558	2721224
ENSG00000248551	4	176267509	176324261
ENSG00000251044	5	67670593	67670955
ENSG00000233425	9	125599836	125601099
ENSG00000217330	6	118910233	118910797
ENSG00000228420	1	110370977	110414058
ENSG00000212802	6	12514342	12515006
ENSG00000254487	11	49839330	49847105
ENSG00000264208	1	54519752	54519827
ENSG00000266202	17	26125832	26220391
ENSG00000136895	9	129986544	130155939
ENSG00000237917	Y	28740998	28780799
ENSG00000236041	11	2792586	2792807
ENSG00000248884	5	67726254	67730308
ENSG00000251518	5	37948593	37951157
ENSG00000249945	4	176379440	176387848
ENSG00000225183	1	54555529	54555766
ENSG00000248994	5	1933977	1959290
ENSG00000235005	1	110426798	110428886
ENSG00000184324	X	151922445	151928738
ENSG00000235735	X	127447259	127448026
ENSG00000248533	5	37953504	37967066
ENSG00000234901	X	101263497	101264019
ENSG00000221136	4	176394153	176394259
ENSG00000255268	11	49846391	49848276
ENSG00000259789	14	90955356	90957981
ENSG00000261055	1	110438595	110440483
ENSG00000270437	2	63310143	63314457
ENSG00000206630	16	2205024	2205106
ENSG00000253851	8	104240653	104241542
ENSG00000251174	4	176415765	176417151
ENSG00000183354	9	5881596	6007901
ENSG00000252748	14	91031485	91031569
ENSG00000237611	1	54565641	54565897
ENSG00000258634	1	110600962	110605177
ENSG00000249197	1	159375213	159376199
ENSG00000228064	2	151839020	151859988
ENSG00000252958	16	2255031	2255137
ENSG00000235586	2	38828740	38829320
ENSG00000266289	8	104395306	104396082
ENSG00000249588	5	67819705	67825834
ENSG00000225632	1	54751078	54753044
ENSG00000261532	16	2261998	2262864
ENSG00000236885	2	151974469	152042723
ENSG00000214285	10	129347613	129350935
ENSG00000204228	6	33172419	33174608
ENSG00000249388	12	54475902	54496477
ENSG00000225549	6	119078681	119104583
ENSG00000207399	8	104397189	104397295
ENSG00000248574	4	176496019	176497291
ENSG00000229414	11	2861365	2882798
ENSG00000219061	11	49854692	49860872
ENSG00000250003	5	38025799	38184034
ENSG00000248359	5	67827517	67829357
ENSG00000259780	16	2285690	2286914
ENSG00000251525	X	101428072	101439994
ENSG00000213201	2	152042702	152043109
ENSG00000225689	X	127457598	127734446
ENSG00000261670	8	104476617	104481213
ENSG00000212447	9	125642492	125642602
ENSG00000226097	7	20336331	20351335
ENSG00000249304	4	114864412	114865476
ENSG00000248597	5	1963723	1967268
ENSG00000228518	Y	19304706	19305532
ENSG00000232403	2	63335253	63335564
ENSG00000232245	1	54881929	54886533
ENSG00000258673	1	110625310	110652341
ENSG00000271830	8	104493494	104493847
ENSG00000237941	11	2891263	2893335
ENSG00000250432	12	54478916	54519776
ENSG00000234015	6	12583147	12585636
ENSG00000232518	2	38895830	38898563
ENSG00000248716	4	115025094	115025381
ENSG00000249335	5	68128412	68257985
ENSG00000265404	1	54970341	54970443
ENSG00000272085	5	157891473	157891686
ENSG00000253477	8	104495626	104513904
ENSG00000103152	16	127006	135852
ENSG00000264684	2	152224848	152224925
ENSG00000213144	12	119632655	119633199
ENSG00000226802	X	127574907	127575763
ENSG00000249731	5	1968208	1969127
ENSG00000235741	1	54982085	54982932
ENSG00000253194	6	119255950	119352706
ENSG00000262877	17	79361930	79364056
ENSG00000223291	6	12753907	12754003
ENSG00000238836	5	38081774	38081845
ENSG00000237173	1	54990497	54990604
ENSG00000242113	2	152228517	152228798
ENSG00000242412	2	63344986	63346677
ENSG00000146216	6	43211418	43255997
ENSG00000252799	22	21878047	21878123
ENSG00000261094	9	125699902	125702612
ENSG00000206702	6	13214288	13214451
ENSG00000271595	Y	19576759	19577094
ENSG00000231351	2	87157373	87157877
ENSG00000222649	6	119379045	119379139
ENSG00000252646	1	54991059	54991126
ENSG00000227238	2	38990676	38992363
ENSG00000225214	2	152954842	152965716
ENSG00000254135	5	157912198	157961446
ENSG00000161328	11	537527	554916
ENSG00000252143	22	21899186	21899328
ENSG00000207931	4	115577915	115578010
ENSG00000227091	1	110708808	110715111
ENSG00000207982	6	119390212	119390308
ENSG00000256311	12	119663639	119696822
ENSG00000227453	1	55002469	55003431
ENSG00000252605	22	21899414	21899496
ENSG00000215022	6	13265093	13295818
ENSG00000255105	8	104571327	104571617
ENSG00000224943	1	159436111	159453166
ENSG00000250215	4	115634735	115636076
ENSG00000234272	2	152988069	152988359
ENSG00000220139	6	119480462	119480641
ENSG00000222352	22	21899633	21899933
ENSG00000250289	5	68150737	68150912
ENSG00000207008	11	2985001	2985123
ENSG00000254714	11	49872181	49884080
ENSG00000206853	8	60049931	60050061
ENSG00000254644	8	104580831	104581206
ENSG00000273342	22	21995133	21995573
ENSG00000244661	7	142216290	142216732
ENSG00000186766	10	129535499	129539450
ENSG00000164893	8	87226281	87333375
ENSG00000212249	5	68169781	68169914
ENSG00000230728	1	55087150	55094111
ENSG00000247473	11	3050624	3062490
ENSG00000201763	8	60368444	60368569
ENSG00000238687	8	104677523	104677622
ENSG00000231100	1	159527158	159527990
ENSG00000212102	22	22007270	22007347
ENSG00000163485	1	203059782	203136533
ENSG00000224989	Y	19612838	19626898
ENSG00000235122	6	49785143	49788155
ENSG00000235526	1	110720265	110721341
ENSG00000250066	5	68259073	68263672
ENSG00000253684	8	33499099	33499457
ENSG00000254150	8	60470087	60470414
ENSG00000239944	7	142245303	142245572
ENSG00000239344	8	104780509	104781257
ENSG00000237453	1	55258558	55260578
ENSG00000226082	3	62912046	62912557
ENSG00000207751	22	22007593	22007674
ENSG00000230391	2	116225632	116226514
ENSG00000118492	6	146920101	147136598
ENSG00000226170	X	151953177	151953993
ENSG00000224965	1	110751456	110752609
ENSG00000226707	6	49791425	49792495
ENSG00000201616	11	3069589	3069751
ENSG00000216113	8	104863827	104863916
ENSG00000222351	9	125708267	125708373
ENSG00000216316	6	119590298	119590879
ENSG00000272954	22	22016223	22016652
ENSG00000240637	4	115720487	115720783
ENSG00000253260	8	60473886	60506260
ENSG00000263794	8	33573302	33573586
ENSG00000255550	11	49875632	49880954
ENSG00000233716	2	63459588	63460712
ENSG00000179577	8	105432721	105433132
ENSG00000242771	7	142259059	142259331
ENSG00000272379	6	13290250	13290722
ENSG00000242396	1	55352548	55353674
ENSG00000236710	11	3105623	3106673
ENSG00000251308	4	116064138	116064459
ENSG00000269787	19	15014044	15014985
ENSG00000200536	1	110815106	110815229
ENSG00000244671	22	22077172	22077471
ENSG00000271890	1	159551410	159552438
ENSG00000255174	8	11856596	11856977
ENSG00000264933	X	152163780	152164039
ENSG00000253569	8	33579823	33580597
ENSG00000226733	6	50061424	50066995
ENSG00000248461	5	38148582	38153817
ENSG00000244342	3	62936105	63110738
ENSG00000226114	2	87161585	87161945
ENSG00000222158	8	105437587	105437666
ENSG00000237786	6	13486526	13487084
ENSG00000200985	22	22146723	22146813
ENSG00000158731	1	159568088	159569017
ENSG00000234200	X	152197130	152198791
ENSG00000227963	1	110828997	110881793
ENSG00000243889	7	142273056	142273334
ENSG00000255214	11	49893378	49895619
ENSG00000199884	2	153140864	153140974
ENSG00000218728	X	127848484	127849768
ENSG00000213216	9	125791652	125792032
ENSG00000266734	8	105447681	105447774
ENSG00000266392	17	79374516	79374578
ENSG00000225544	22	22239621	22240012
ENSG00000254507	8	11860909	11861591
ENSG00000233203	1	55353236	55354523
ENSG00000250693	4	116549968	116550863
ENSG00000255190	11	49896497	49898190
ENSG00000253811	5	158410014	158411797
ENSG00000213197	2	153246451	153247144
ENSG00000253879	8	60513937	60526334
ENSG00000208032	8	105496597	105496693
ENSG00000251578	7	142344427	142344887
ENSG00000181852	12	56598285	56615717
ENSG00000266189	17	79418130	79418214
ENSG00000248730	5	38282366	38291088
ENSG00000248636	12	119825792	120105884
ENSG00000218265	6	13521498	13522277
ENSG00000249352	5	68266266	68325992
ENSG00000243636	1	207352641	207357407
ENSG00000200732	6	119648446	119648550
ENSG00000253454	8	105578314	105578657
ENSG00000240738	8	33716998	33717741
ENSG00000273373	1	110912776	110915625
ENSG00000233470	6	50481748	50488817
ENSG00000224086	22	22292609	22297799
ENSG00000265725	6	120336325	120336403
ENSG00000253456	5	158412814	158414207
ENSG00000240578	7	142349249	142349699
ENSG00000255016	8	11882753	11883107
ENSG00000248488	4	116685255	116685975
ENSG00000232114	2	38996407	38997266
ENSG00000223603	1	159674773	159675397
ENSG00000180745	10	129676105	129691211
ENSG00000206857	6	120847440	120847546
ENSG00000263732	8	105767334	105767403
ENSG00000229979	X	152220509	152220772
ENSG00000271667	2	117444794	117444963
ENSG00000230472	6	50555320	50604918
ENSG00000200310	6	121007767	121007888
ENSG00000234791	11	3210776	3211159
ENSG00000254800	11	49904551	49905645
ENSG00000225078	9	125824124	125825591
ENSG00000223995	X	127972419	127972812
ENSG00000198367	19	15027228	15028192
ENSG00000243939	8	105993392	105993807
ENSG00000128872	15	52043758	52108565
ENSG00000213445	11	65405568	65418401
ENSG00000203415	2	63745026	63746647
ENSG00000254817	8	11891155	11892121
ENSG00000235675	X	152387936	152393740
ENSG00000250363	4	116841863	116843134
ENSG00000233271	1	55446623	55457947
ENSG00000239992	7	142389237	142389691
ENSG00000216710	6	121102366	121102658
ENSG00000245812	5	158527491	158544486
ENSG00000236424	Y	9365489	9368291
ENSG00000202351	6	13547936	13548245
ENSG00000270776	2	153395711	153395941
ENSG00000232621	1	207399143	207402547
ENSG00000228578	Y	19628716	19630918
ENSG00000253997	8	106002536	106002920
ENSG00000261071	6	13614343	13615387
ENSG00000228305	2	63849309	63849965
ENSG00000231090	1	55683534	55699850
ENSG00000197549	22	22345496	22398332
ENSG00000236301	11	3239562	3244361
ENSG00000234932	2	153707167	153707338
ENSG00000249071	5	38345449	38346653
ENSG00000253413	8	60672606	60672822
ENSG00000137752	11	104896170	104972158
ENSG00000252966	6	13680312	13680373
ENSG00000206598	6	121675500	121675606
ENSG00000188512	8	33827079	33827397
